entry_key,metrics_overfit_ratio,metrics_return_per_bar,metrics_test_trade_count,metrics_train_return_per_bar,numeric_entry_params_atr_factor,numeric_entry_params_atr_period,numeric_entry_params_max_setup_hold_bars,tbm_params_active_trail_sl,tbm_params_exit_on_close,tbm_params_max_holding_bars,tbm_params_sl_mult,tbm_params_sl_trail_mult,tbm_params_time_decay_mult,tbm_params_time_decay_sl,tbm_params_tp_mult,tbm_params_tp_trail_mult
atr_factor=3.8|atr_period=7.0|max_setup_hold_bars=7.0,0.769,2.01309127259216,27,1.5472079481868253,3.8,7.0,7.0,False,True,7,7.6000000000000005,8.1,0.7000000000000001,True,0.7000000000000001,0.01
atr_factor=3.8|atr_period=7.0|max_setup_hold_bars=10.0,0.453,1.476839291916544,46,0.6683342070500095,3.8,7.0,10.0,False,True,21,4.6000000000000005,9.5,7.4,False,0.9,0.22
atr_factor=3.8|atr_period=7.0|max_setup_hold_bars=15.0,0.874,1.0735893277160948,78,0.9386399380180921,3.8,7.0,15.0,True,True,14,5.9,5.6000000000000005,6.2,False,0.7000000000000001,0.01
atr_factor=3.8|atr_period=7.0|max_setup_hold_bars=20.0,1.083,0.8051129532707003,120,0.8718388364651473,3.8,7.0,20.0,True,True,22,7.6000000000000005,4.300000000000001,0.7000000000000001,True,1.1,0.03
atr_factor=4.0|atr_period=7.0|max_setup_hold_bars=5.0,1.873,0.6878574362467548,14,1.2885159721478994,4.0,7.0,5.0,True,True,7,7.2,7.300000000000001,4.7,False,1.7000000000000002,0.54
atr_factor=4.0|atr_period=7.0|max_setup_hold_bars=7.0,0.548,2.608409611894529,21,1.4292464318292122,4.0,7.0,7.0,False,True,23,5.4,0.6000000000000001,0.5,True,0.5,0.09
atr_factor=4.0|atr_period=7.0|max_setup_hold_bars=10.0,0.437,1.6942835544942703,37,0.7408400365504448,4.0,7.0,10.0,False,True,15,7.9,7.300000000000001,4.8,False,1.7000000000000002,0.15000000000000002
atr_factor=4.0|atr_period=7.0|max_setup_hold_bars=15.0,0.785,1.1866349664621563,69,0.9318866855104249,4.0,7.0,15.0,True,True,17,6.7,6.6000000000000005,0.4,True,0.8,0.060000000000000005
atr_factor=4.0|atr_period=7.0|max_setup_hold_bars=20.0,1.003,0.9603563416816282,109,0.9632875511243506,4.0,7.0,20.0,False,True,17,7.7,8.6,2.8000000000000003,False,1.1,0.01
atr_factor=4.25|atr_period=7.0|max_setup_hold_bars=5.0,0.479,3.8480431784480356,12,1.8432361633048322,4.25,7.0,5.0,True,True,24,8.0,9.4,1.4000000000000001,True,1.7000000000000002,0.02
atr_factor=4.25|atr_period=7.0|max_setup_hold_bars=10.0,0.431,1.6197750022545643,33,0.697514649563134,4.25,7.0,10.0,False,True,8,4.9,0.5,1.5000000000000002,False,1.8000000000000003,0.01
atr_factor=4.25|atr_period=7.0|max_setup_hold_bars=15.0,0.745,1.366067446462536,57,1.0174508291580404,4.25,7.0,15.0,False,True,19,7.800000000000001,2.6000000000000005,7.8,False,1.2000000000000002,0.01
atr_factor=4.25|atr_period=7.0|max_setup_hold_bars=20.0,0.701,0.9599134823417168,97,0.6724430761894705,4.25,7.0,20.0,False,True,9,4.2,3.9000000000000004,6.4,False,1.3000000000000003,0.16
atr_factor=4.5|atr_period=7.0|max_setup_hold_bars=5.0,0.374,3.866359827732481,9,1.4443580314135478,4.5,7.0,5.0,True,True,8,6.6000000000000005,9.5,6.0,False,2.0,0.25
atr_factor=4.5|atr_period=7.0|max_setup_hold_bars=7.0,0.533,2.1261323961382,16,1.1338765954188876,4.5,7.0,7.0,True,True,6,6.4,2.3000000000000003,3.1,False,3.1,0.35000000000000003
atr_factor=4.5|atr_period=7.0|max_setup_hold_bars=10.0,0.408,1.5230632150316563,26,0.6216660485472074,4.5,7.0,10.0,False,True,17,8.0,2.0,5.7,False,1.2000000000000002,0.3
atr_factor=4.5|atr_period=7.0|max_setup_hold_bars=15.0,0.432,1.745673325387317,47,0.7540505361729319,4.5,7.0,15.0,True,True,13,4.2,4.9,2.4000000000000004,False,0.7000000000000001,0.04
atr_factor=4.5|atr_period=7.0|max_setup_hold_bars=20.0,0.855,0.9611509527041376,81,0.8213523265905888,4.5,7.0,20.0,True,True,15,5.9,7.9,6.7,False,1.5000000000000002,0.01
atr_factor=5.0|atr_period=7.0|max_setup_hold_bars=7.0,0.453,3.921919638218776,12,1.777477568966967,5.0,7.0,7.0,True,True,24,6.000000000000001,4.9,6.6,False,0.4,0.15000000000000002
atr_factor=5.0|atr_period=7.0|max_setup_hold_bars=10.0,0.254,2.391813236424866,22,0.6064939696683567,5.0,7.0,10.0,False,True,8,7.2,3.9000000000000004,0.8,False,1.7000000000000002,0.23
atr_factor=5.0|atr_period=7.0|max_setup_hold_bars=15.0,0.531,1.8067083658716878,35,0.9590315901241491,5.0,7.0,15.0,False,True,9,6.7,1.0,2.4000000000000004,False,1.7000000000000002,0.01
atr_factor=5.0|atr_period=7.0|max_setup_hold_bars=20.0,1.336,0.8274258527594349,57,1.1054735800359,5.0,7.0,20.0,False,True,23,4.800000000000001,7.1000000000000005,7.8,False,1.2000000000000002,0.060000000000000005
atr_factor=5.5|atr_period=7.0|max_setup_hold_bars=15.0,0.324,2.585715695923101,22,0.8387602216868566,5.5,7.0,15.0,True,True,17,7.000000000000001,9.8,0.8,False,1.7000000000000002,0.09999999999999999
atr_factor=5.5|atr_period=7.0|max_setup_hold_bars=20.0,0.607,1.7060664874669977,42,1.0356212984650839,5.5,7.0,20.0,True,True,19,7.4,7.000000000000001,4.3,False,1.2000000000000002,0.09
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=3.0,1.037,1.0677551319607,45,1.1074262280338643,2.0,10.0,3.0,True,True,20,5.7,6.500000000000001,5.2,False,2.2,0.02
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=5.0,0.919,0.9649766781009105,89,0.8868201077172709,2.0,10.0,5.0,False,True,17,6.4,1.7,2.7,False,1.1,0.01
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=7.0,1.252,0.733909427187395,125,0.9190804841649207,2.0,10.0,7.0,False,True,25,6.500000000000001,4.6000000000000005,2.2,False,1.4000000000000001,0.12
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=10.0,1.139,0.6855074370339519,169,0.7810630861346212,2.0,10.0,10.0,False,True,25,7.000000000000001,2.5000000000000004,0.5,True,1.3000000000000003,0.17
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=15.0,1.31,0.5274439982275413,246,0.6907165986935883,2.0,10.0,15.0,False,True,13,7.000000000000001,6.1000000000000005,1.4000000000000001,False,1.4000000000000001,0.03
atr_factor=2.0|atr_period=10.0|max_setup_hold_bars=20.0,1.388,0.5069641180605619,292,0.7037720754971568,2.0,10.0,20.0,False,True,23,7.7,2.0,2.0,False,1.1,0.28
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=3.0,0.463,2.308013867827785,27,1.0682160682453938,2.5,10.0,3.0,True,True,21,7.000000000000001,4.7,4.6,False,1.1,0.19
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=5.0,0.974,1.1627691362859776,50,1.1322713693115982,2.5,10.0,5.0,True,True,23,5.7,8.5,2.7,False,1.1,0.05
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=7.0,1.414,0.8884603002462526,76,1.2565797352006938,2.5,10.0,7.0,False,True,23,6.300000000000001,5.500000000000001,7.5,False,0.8,0.09999999999999999
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=10.0,1.439,0.6336951858145199,115,0.9116516060291369,2.5,10.0,10.0,True,True,16,6.9,6.7,1.4000000000000001,False,1.4000000000000001,0.01
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=15.0,1.461,0.5616723281603391,180,0.8206353419047488,2.5,10.0,15.0,True,True,19,5.9,7.6000000000000005,6.1,False,1.1,0.17
atr_factor=2.5|atr_period=10.0|max_setup_hold_bars=20.0,1.745,0.421826728247558,232,0.7360162599671781,2.5,10.0,20.0,True,True,25,6.800000000000001,8.5,1.8000000000000003,False,1.1,0.33
atr_factor=3.0|atr_period=10.0|max_setup_hold_bars=3.0,0.304,3.1726077749674,18,0.9630803225809431,3.0,10.0,3.0,True,True,24,6.800000000000001,8.299999999999999,6.0,False,1.2000000000000002,0.09999999999999999
atr_factor=3.0|atr_period=10.0|max_setup_hold_bars=5.0,2.151,0.36395789543575785,33,0.7829996297815437,3.0,10.0,5.0,True,True,16,7.6000000000000005,8.299999999999999,6.9,False,2.0,0.66
atr_factor=3.0|atr_period=10.0|max_setup_hold_bars=7.0,0.934,1.0936210731394151,51,1.0209468914120714,3.0,10.0,7.0,False,True,9,4.300000000000001,9.4,5.8,False,1.1,0.05
atr_factor=3.0|atr_period=10.0|max_setup_hold_bars=15.0,1.566,0.472578235178389,132,0.7400286610418443,3.0,10.0,15.0,False,True,24,7.500000000000001,6.300000000000001,2.5000000000000004,False,1.2000000000000002,0.05
atr_factor=3.0|atr_period=10.0|max_setup_hold_bars=20.0,1.65,0.3601918405994136,182,0.5944901129217312,3.0,10.0,20.0,False,True,23,7.2,8.7,1.3000000000000003,False,1.0,0.060000000000000005
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=3.0,0.843,2.038162914186895,8,1.7177492424506628,3.5,10.0,3.0,True,True,5,3.2,6.7,0.2,False,3.5000000000000004,0.9600000000000001
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=5.0,0.418,2.7793690962473243,19,1.1606341984177706,3.5,10.0,5.0,False,True,7,4.2,1.8,3.3000000000000003,False,0.7000000000000001,0.14
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=7.0,0.675,1.9773520519090935,27,1.33478409602806,3.5,10.0,7.0,True,True,25,6.6000000000000005,2.2,5.5,False,0.7000000000000001,0.01
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=10.0,0.667,1.441950980178447,53,0.9611057736832359,3.5,10.0,10.0,False,True,22,7.6000000000000005,8.799999999999999,1.3000000000000003,False,0.9,0.02
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=15.0,0.906,0.8884518852797807,92,0.8046669978540384,3.5,10.0,15.0,True,True,17,7.1000000000000005,5.9,1.0,False,1.1,0.12
atr_factor=3.5|atr_period=10.0|max_setup_hold_bars=20.0,1.012,0.7438610937739387,140,0.7528458576170728,3.5,10.0,20.0,True,True,20,7.6000000000000005,7.6000000000000005,2.3000000000000003,False,1.2000000000000002,0.06999999999999999
atr_factor=3.8|atr_period=10.0|max_setup_hold_bars=5.0,0.499,3.4594526737976166,16,1.7279480788330235,3.8,10.0,5.0,False,True,25,5.4,0.2,0.8,True,0.6,0.05
atr_factor=3.8|atr_period=10.0|max_setup_hold_bars=7.0,0.818,2.143233992103116,26,1.7539028579638671,3.8,10.0,7.0,False,True,22,2.5000000000000004,2.3000000000000003,6.7,False,0.7000000000000001,0.04
atr_factor=3.8|atr_period=10.0|max_setup_hold_bars=10.0,0.375,1.308129105729281,49,0.4910524717851468,3.8,10.0,10.0,True,True,4,6.000000000000001,8.5,4.2,False,4.6,0.08
atr_factor=3.8|atr_period=10.0|max_setup_hold_bars=15.0,0.842,1.080421584867545,79,0.9093435719780265,3.8,10.0,15.0,False,True,17,5.1000000000000005,1.3,1.4000000000000001,False,1.1,0.01
atr_factor=3.8|atr_period=10.0|max_setup_hold_bars=20.0,1.03,0.8206746518270475,130,0.8456573623867353,3.8,10.0,20.0,False,True,23,6.7,1.4000000000000001,0.8,True,1.2000000000000002,0.08
atr_factor=4.0|atr_period=10.0|max_setup_hold_bars=5.0,0.463,3.8257533511569872,13,1.7716965363745716,4.0,10.0,5.0,False,True,7,4.4,8.799999999999999,0.4,False,0.4,0.060000000000000005
atr_factor=4.0|atr_period=10.0|max_setup_hold_bars=7.0,0.672,2.613327239445753,21,1.7562810081151405,4.0,10.0,7.0,False,True,18,4.2,5.500000000000001,1.2000000000000002,False,0.8,0.06999999999999999
atr_factor=4.0|atr_period=10.0|max_setup_hold_bars=10.0,0.634,1.7335089674361637,38,1.0994788886058646,4.0,10.0,10.0,False,True,19,4.0,3.1000000000000005,6.0,False,0.7000000000000001,0.060000000000000005
atr_factor=4.0|atr_period=10.0|max_setup_hold_bars=15.0,0.74,1.2469647723193127,66,0.9232539896876115,4.0,10.0,15.0,False,True,23,7.4,6.2,3.7,False,1.2000000000000002,0.13
atr_factor=4.0|atr_period=10.0|max_setup_hold_bars=20.0,0.991,0.8319027515467671,110,0.8246945529049605,4.0,10.0,20.0,False,True,23,5.500000000000001,3.4000000000000004,3.1,False,1.5000000000000002,0.08
atr_factor=4.25|atr_period=10.0|max_setup_hold_bars=5.0,0.619,3.1833975406162125,12,1.9718270053545068,4.25,10.0,5.0,True,True,6,2.2,8.9,0.8,True,3.6,0.41000000000000003
atr_factor=4.25|atr_period=10.0|max_setup_hold_bars=10.0,0.585,1.9093898357639076,33,1.1173448356010873,4.25,10.0,10.0,True,True,23,7.500000000000001,4.7,1.7000000000000002,False,0.7000000000000001,0.01
atr_factor=4.25|atr_period=10.0|max_setup_hold_bars=15.0,0.896,1.2226108088028789,55,1.095483773919451,4.25,10.0,15.0,False,True,20,3.7,1.5,5.9,False,1.1,0.09
atr_factor=4.25|atr_period=10.0|max_setup_hold_bars=20.0,1.138,0.5447461409256033,101,0.6198264588602239,4.25,10.0,20.0,True,True,4,2.8000000000000003,6.300000000000001,0.1,False,4.3999999999999995,0.88
atr_factor=4.5|atr_period=10.0|max_setup_hold_bars=5.0,0.368,6.232131069812026,8,2.294851160443611,4.5,10.0,5.0,False,True,23,4.0,8.5,7.8,False,0.5,0.01
atr_factor=4.5|atr_period=10.0|max_setup_hold_bars=7.0,0.673,2.7305490320485672,17,1.8387039512900718,4.5,10.0,7.0,True,True,25,3.2,9.5,0.30000000000000004,True,0.4,0.05
atr_factor=4.5|atr_period=10.0|max_setup_hold_bars=10.0,0.44,1.8459858185188793,27,0.8114264367056947,4.5,10.0,10.0,True,True,19,5.500000000000001,8.2,7.6,False,1.9000000000000001,0.02
atr_factor=4.5|atr_period=10.0|max_setup_hold_bars=15.0,0.714,1.754234631247407,47,1.2516606341742782,4.5,10.0,15.0,False,True,23,6.4,5.6000000000000005,6.5,False,1.3000000000000003,0.02
atr_factor=4.5|atr_period=10.0|max_setup_hold_bars=20.0,0.772,1.2700458475797134,78,0.98081829159885,4.5,10.0,20.0,False,True,16,5.500000000000001,4.1000000000000005,5.2,False,1.5000000000000002,0.05
atr_factor=5.0|atr_period=10.0|max_setup_hold_bars=7.0,0.364,4.488185233958314,11,1.631507417797826,5.0,10.0,7.0,False,True,25,1.6,1.0,4.3,False,0.7000000000000001,0.14
atr_factor=5.0|atr_period=10.0|max_setup_hold_bars=10.0,0.369,2.3439727406391917,23,0.8646006371820782,5.0,10.0,10.0,True,True,21,6.1000000000000005,1.3,3.5000000000000004,True,0.6,0.01
atr_factor=5.0|atr_period=10.0|max_setup_hold_bars=15.0,0.499,2.22558742534815,35,1.1110472077184157,5.0,10.0,15.0,False,True,22,6.6000000000000005,8.799999999999999,1.1,False,1.4000000000000001,0.02
atr_factor=5.0|atr_period=10.0|max_setup_hold_bars=20.0,1.123,1.093892039020143,56,1.2282417259112157,5.0,10.0,20.0,True,True,17,3.7,8.7,3.1,False,1.4000000000000001,0.04
atr_factor=5.5|atr_period=10.0|max_setup_hold_bars=7.0,1.483,1.3227771492054308,9,1.9620980517464108,5.5,10.0,7.0,False,True,6,2.2,8.0,6.5,False,1.2000000000000002,0.9600000000000001
atr_factor=5.5|atr_period=10.0|max_setup_hold_bars=10.0,0.743,0.8164954497455362,15,0.6062653863132778,5.5,10.0,10.0,True,True,6,6.000000000000001,10.0,0.4,False,2.1,0.9600000000000001
atr_factor=5.5|atr_period=10.0|max_setup_hold_bars=15.0,0.428,2.6319793747197022,24,1.1263374575927696,5.5,10.0,15.0,False,True,24,6.800000000000001,9.5,6.7,False,2.0,0.11
atr_factor=5.5|atr_period=10.0|max_setup_hold_bars=20.0,1.209,0.9620831953898018,44,1.163406297504841,5.5,10.0,20.0,False,True,22,5.4,0.8,0.6,True,1.3000000000000003,0.08
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=3.0,0.778,1.2108415561202284,44,0.9423994910508939,2.0,14.0,3.0,False,True,20,7.1000000000000005,5.7,2.5000000000000004,False,1.7000000000000002,0.23
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=5.0,1.144,0.6997640159703606,85,0.8007904372160239,2.0,14.0,5.0,False,True,6,5.800000000000001,5.2,2.0,False,3.4000000000000004,0.02
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=7.0,1.161,0.6732609929499801,113,0.7817505267924382,2.0,14.0,7.0,True,True,23,4.300000000000001,4.7,2.3000000000000003,False,1.3000000000000003,0.14
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=10.0,1.072,0.7140388068542317,165,0.7653416017969584,2.0,14.0,10.0,True,True,15,7.7,7.7,0.8,False,1.1,0.06999999999999999
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=15.0,1.243,0.5305682791361178,234,0.659306201935422,2.0,14.0,15.0,False,True,25,6.500000000000001,5.6000000000000005,7.7,False,1.9000000000000001,0.13
atr_factor=2.0|atr_period=14.0|max_setup_hold_bars=20.0,1.671,0.5122485355510823,287,0.8559234594576789,2.0,14.0,20.0,False,True,25,6.9,2.9000000000000004,3.7,False,1.1,0.03
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=3.0,0.652,1.9718785686935907,26,1.2847065292590916,2.5,14.0,3.0,False,True,18,7.1000000000000005,1.0,6.0,False,1.5000000000000002,0.13
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=5.0,1.159,0.9163017770788143,48,1.0623569365970997,2.5,14.0,5.0,False,True,17,6.2,8.0,5.1,False,1.6,0.19
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=7.0,1.405,0.7419031497778708,74,1.0427062931462923,2.5,14.0,7.0,True,True,7,3.5000000000000004,8.2,0.7000000000000001,True,1.5000000000000002,0.25
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=10.0,1.262,0.49578265771716057,111,0.625587951749469,2.5,14.0,10.0,True,True,8,7.9,4.1000000000000005,0.1,True,1.4000000000000001,0.23
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=15.0,1.395,0.5470245434557541,171,0.7628878846913889,2.5,14.0,15.0,False,True,14,6.7,3.2,7.5,False,1.4000000000000001,0.01
atr_factor=2.5|atr_period=14.0|max_setup_hold_bars=20.0,1.689,0.4290152811797598,224,0.7244391846610452,2.5,14.0,20.0,False,True,25,5.000000000000001,9.6,5.7,False,1.1,0.01
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=3.0,0.481,2.7549768742376264,17,1.3253647337829018,3.0,14.0,3.0,True,True,7,2.8000000000000003,8.1,6.2,False,3.3000000000000003,0.09
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=5.0,0.829,1.2560649372826245,31,1.0417791604564957,3.0,14.0,5.0,True,True,5,6.6000000000000005,4.0,0.6,False,3.2,0.48000000000000004
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=7.0,1.016,1.0516652651001681,47,1.0680018385153858,3.0,14.0,7.0,False,True,25,6.6000000000000005,5.4,4.7,False,0.7000000000000001,0.01
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=10.0,0.824,0.751050375620666,76,0.6188253474332935,3.0,14.0,10.0,False,True,7,4.4,0.5,0.6,False,1.5000000000000002,0.09999999999999999
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=15.0,1.13,0.6402445088549636,126,0.7237704757896912,3.0,14.0,15.0,False,True,24,7.2,6.2,7.5,False,1.2000000000000002,0.060000000000000005
atr_factor=3.0|atr_period=14.0|max_setup_hold_bars=20.0,1.345,0.4808518537712373,173,0.6468997451293748,3.0,14.0,20.0,True,True,23,6.1000000000000005,6.4,1.6,False,1.1,0.01
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=3.0,0.337,5.292276695038956,9,1.784758386056419,3.5,14.0,3.0,True,True,21,8.0,3.5000000000000004,3.6,False,1.9000000000000001,0.01
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=5.0,0.421,2.9972340731274483,17,1.2618301712290219,3.5,14.0,5.0,True,True,23,8.0,6.800000000000001,1.3000000000000003,True,1.7000000000000002,0.04
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=7.0,0.657,1.7157351933706508,25,1.1272753310980352,3.5,14.0,7.0,False,True,22,7.500000000000001,6.6000000000000005,3.1,False,2.0,0.13
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=10.0,0.733,0.8077670008945363,54,0.5917928641677759,3.5,14.0,10.0,False,True,16,7.300000000000001,4.6000000000000005,3.1,False,1.5000000000000002,0.55
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=15.0,0.807,0.9773892070832355,98,0.7883491258306363,3.5,14.0,15.0,False,True,23,4.9,0.2,2.8000000000000003,False,1.0,0.03
atr_factor=3.5|atr_period=14.0|max_setup_hold_bars=20.0,1.133,0.5197065253727796,142,0.5887217532721383,3.5,14.0,20.0,False,True,20,5.500000000000001,6.500000000000001,4.2,False,0.9,0.13
atr_factor=3.8|atr_period=14.0|max_setup_hold_bars=5.0,0.374,4.1179686339930095,13,1.5417548435913124,3.8,14.0,5.0,True,True,16,7.300000000000001,7.000000000000001,8.0,False,2.0,0.01
atr_factor=3.8|atr_period=14.0|max_setup_hold_bars=7.0,0.498,2.5560230338833057,21,1.2740079157167838,3.8,14.0,7.0,False,True,17,8.0,4.9,3.1,True,0.9,0.060000000000000005
atr_factor=3.8|atr_period=14.0|max_setup_hold_bars=10.0,0.599,0.9630041785340621,42,0.5765598903351897,3.8,14.0,10.0,False,True,7,4.300000000000001,9.0,5.1,False,4.1,0.55
atr_factor=3.8|atr_period=14.0|max_setup_hold_bars=15.0,0.61,1.0862945685454763,75,0.6623852776072024,3.8,14.0,15.0,False,True,24,7.500000000000001,7.4,0.30000000000000004,True,2.1,0.09
