threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,tp_trail_mult,sl_trail_mult,max_holding_bars,active_trail_sl,time_decay_sl
0.35,12,-1.850067,-0.152053,0.0,4.102147,0.696942,0.194961,28.296108,-54.800406,-84.056224,2.374728,0.529412,5.470588,0.35,17,94.12,18.6055,6.71,2.901372,1.6,4.0,0.09,5.25,7,True,False
0.35,13,-1.81128,-0.150234,0.0,4.055179,0.687674,0.189872,28.098595,-55.55746,-84.932152,2.333417,0.555556,5.888889,0.35,18,94.44,18.4793,6.61,2.888288,1.3,4.5,0.15000000000000002,5.25,7,True,False
0.35,14,-1.661037,-0.144349,0.0,4.106192,0.669859,0.180528,27.068257,-58.580938,-85.798094,2.298006,0.55,6.7,0.35,20,95.0,17.4359,6.5,2.831656,1.6,3.25,0.17,6.0,7,True,False
0.35,15,-1.783757,-0.146685,0.0,3.537627,0.640338,0.172177,26.304288,-59.96904,-86.914527,2.140973,0.583333,8.083333,0.35,24,83.33,9.368,7.88,2.273571,0.8,4.5,0.03,5.5,15,True,False
0.4,4,-1.660473,-0.158846,0.0,6.485149,0.722048,0.213674,21.705695,-69.794945,-89.351501,2.855089,0.428571,3.142857,0.4,7,100.0,19.9245,9.43,4.278681,0.8,3.0,0.09999999999999999,5.0,20,True,False
0.4,5,-1.660473,-0.158846,0.0,6.485149,0.722048,0.213674,21.705695,-69.794945,-89.351501,2.855089,0.428571,3.142857,0.4,7,100.0,19.9245,9.43,4.278681,0.8,2.75,0.05,3.25,20,True,False
0.4,6,-1.660473,-0.158846,0.0,6.485149,0.722048,0.213674,21.705695,-69.794945,-89.351501,2.855089,0.428571,3.142857,0.4,7,100.0,20.0233,8.0,4.300368,0.8,3.5,0.03,1.75,15,True,False
0.4,7,-1.739297,-0.152708,0.0,6.157018,0.70087,0.210682,23.192076,-65.545328,-87.891302,2.717125,0.5,3.625,0.4,8,100.0,19.5203,10.12,3.396693,1.6,3.25,0.15000000000000002,3.25,20,True,False
0.4,8,-1.739297,-0.152708,0.0,6.157018,0.70087,0.210682,23.192076,-65.545328,-87.891302,2.717125,0.5,3.625,0.4,8,75.0,17.3287,5.62,3.838847,0.8,4.75,0.03,4.0,8,True,False
0.4,9,-1.739297,-0.152708,0.0,6.157018,0.70087,0.210682,23.192076,-65.545328,-87.891302,2.717125,0.5,3.625,0.4,8,75.0,19.7918,6.75,3.586312,1.6,4.25,0.04,2.25,8,True,False
0.4,10,-2.24142,-0.175297,0.0,5.616506,0.702909,0.214488,23.767063,-64.113248,-88.300639,2.526696,0.444444,4.333333,0.4,9,77.78,22.6643,6.78,3.79588,1.3,2.25,0.16,3.25,8,True,False
0.4,11,-2.115896,-0.161552,0.0,5.315554,0.683652,0.212318,25.919353,-58.831559,-84.16144,2.35506,0.4,5.0,0.4,10,70.0,18.0149,6.9,3.118424,1.3,2.75,0.05,4.75,8,True,False
0.4,12,-2.115896,-0.161552,0.0,5.315554,0.683652,0.212318,25.919353,-58.831559,-84.16144,2.35506,0.4,5.0,0.4,10,90.0,17.4491,11.0,3.079537,1.5,3.5,0.060000000000000005,3.75,20,True,False
0.4,13,-2.115896,-0.161552,0.0,5.315554,0.683652,0.212318,25.919353,-58.831559,-84.16144,2.35506,0.4,5.0,0.4,10,90.0,17.4491,11.0,3.079537,1.5,4.75,0.11,5.0,20,True,False
0.4,14,-1.923542,-0.156104,0.0,5.255023,0.666967,0.20171,25.135503,-61.135171,-84.591208,2.410799,0.454545,5.818182,0.4,11,72.73,17.8066,6.64,3.252344,1.7000000000000002,3.0,0.02,1.75,8,True,False
0.4,15,-1.923542,-0.156104,0.0,5.255023,0.666967,0.20171,25.135503,-61.135171,-84.591208,2.410799,0.454545,5.818182,0.4,11,90.91,16.9071,10.27,3.147655,1.5,4.75,0.01,5.5,20,True,False
