threshold_pct,max_setup_hold_bars,ctx_dist_ema200,ctx_ema50_slope,ctx_supertrend,ctx_vol_z,ctx_bb_width_ratio,ctx_atr_pct,ctx_rsi,ctx_cmo,ctx_williams_r,ctx_vol_ratio,ctx_vol_sig,ctx_setup_bars,entry_threshold_pct,trades,win_rate,avg_return,avg_hold_bars,return_per_bar,tp_mult,sl_mult,max_holding_bars
0.13,1,-0.999497,-0.110059,0.0,3.931058,0.751803,0.147272,31.940083,-37.452579,-83.806242,1.797969,0.545455,1.0,0.13,22,68.18,8.9373,16.68,2.067757,1.25,8.0,49
0.13,2,-0.969369,-0.0974,0.0,3.554895,0.65393,0.131091,32.103225,-37.232237,-80.190486,1.853649,0.589744,1.435897,0.13,39,71.79,6.1202,18.64,1.888687,1.25,5.5,44
0.13,3,-0.875757,-0.085895,0.0,3.336773,0.600497,0.128293,32.98473,-36.935279,-78.078361,1.669143,0.467532,2.207792,0.13,77,70.13,6.622,19.27,1.985761,1.35,7.25,46
0.13,4,-0.828276,-0.085124,0.0,3.285726,0.575862,0.123959,31.726526,-41.062378,-79.994364,1.728052,0.5,2.62,0.13,100,76.0,7.7716,19.36,1.892367,1.4500000000000002,7.0,49
0.13,5,-0.782566,-0.081614,0.0,3.074734,0.552631,0.119174,31.59166,-42.143602,-79.104199,1.635467,0.487603,3.033058,0.13,121,76.03,6.6037,15.03,1.95379,1.35,6.25,42
0.13,6,-0.762005,-0.07781,0.0,2.973142,0.524729,0.113609,31.535152,-43.186446,-80.048997,1.570142,0.464286,3.435714,0.13,140,77.14,6.6355,12.49,1.88879,1.35,4.75,32
0.13,7,-0.751136,-0.074181,0.0,2.902694,0.505012,0.108724,31.36272,-44.848594,-81.462807,1.585104,0.490798,3.93865,0.13,163,78.53,9.2866,19.15,1.814818,1.6500000000000001,8.0,49
0.13,8,-0.750324,-0.073711,0.0,2.844056,0.496631,0.107352,31.260814,-45.258297,-81.710337,1.569679,0.482353,4.105882,0.13,170,77.06,6.2846,14.93,1.880415,1.3,8.0,42
0.13,9,-0.74838,-0.073348,0.0,2.808966,0.490088,0.10676,31.314251,-45.336986,-81.648245,1.570601,0.483333,4.377778,0.13,180,78.89,7.8762,15.32,2.003114,1.25,6.75,50
0.13,10,-0.732204,-0.071002,0.0,2.688318,0.470333,0.103086,31.11106,-46.612295,-82.783177,1.532194,0.479798,4.888889,0.13,198,75.76,5.7437,13.06,1.873344,1.3,7.25,33
0.13,12,-0.694414,-0.06724,0.0,2.63436,0.445114,0.098468,30.91204,-47.756241,-83.432347,1.504942,0.463636,5.536364,0.13,220,75.45,5.4509,13.23,1.810659,1.25,8.0,36
0.13,14,-0.689988,-0.065851,0.0,2.589319,0.434069,0.096832,31.041463,-47.733838,-83.743631,1.490789,0.454936,5.982833,0.13,233,74.25,5.696,11.31,1.752629,1.25,7.5,26
0.13,16,-0.658245,-0.062399,0.0,2.528239,0.409875,0.092885,31.085318,-49.044149,-84.394433,1.486826,0.448276,7.02682,0.13,261,77.01,5.3524,12.94,1.697579,1.25,7.5,35
0.13,18,-0.640139,-0.060708,0.0,2.489121,0.398844,0.091128,31.197072,-49.008882,-84.416247,1.4918,0.460432,7.669065,0.13,278,77.34,5.1701,13.89,1.63492,1.25,8.0,39
0.13,20,-0.619913,-0.057847,0.0,2.37233,0.378062,0.087486,31.160874,-49.964589,-85.104356,1.493947,0.469256,8.854369,0.13,309,77.67,4.664,12.95,1.527011,1.25,8.0,34
0.13,22,-0.604575,-0.056287,0.0,2.330492,0.369281,0.085903,31.153237,-50.479031,-85.469035,1.513266,0.470769,9.464615,0.13,325,76.92,4.5182,13.79,1.475105,1.3,7.5,36
0.13,25,-0.587737,-0.054121,0.0,2.189116,0.352183,0.082805,31.247577,-51.066574,-86.117894,1.528332,0.491713,10.928177,0.13,362,79.28,4.3431,9.48,1.361924,0.8,7.25,41
0.13,28,-0.580081,-0.053268,0.0,2.161223,0.345383,0.08147,31.224071,-51.199781,-86.24432,1.538853,0.501326,11.580902,0.13,377,78.25,4.716,14.11,1.410144,1.35,7.25,37
0.13,30,-0.57496,-0.052477,0.0,2.146003,0.341651,0.080738,31.285735,-51.264148,-86.409798,1.527462,0.501285,12.138817,0.13,389,78.41,4.8184,14.88,1.400824,1.35,7.75,41
0.13,35,-0.559355,-0.050815,0.0,2.106187,0.333286,0.078817,31.293756,-51.597788,-86.568119,1.527199,0.5,13.300971,0.13,412,80.58,4.9359,15.38,1.384493,1.25,7.5,50
0.13,40,-0.547744,-0.049232,0.0,2.103977,0.325934,0.077532,31.306752,-51.828621,-86.469301,1.565981,0.511416,14.76484,0.13,438,79.45,4.2266,14.98,1.303347,1.3,6.5,45
0.13,45,-0.540461,-0.047777,0.0,2.082158,0.319108,0.076256,31.233419,-52.355513,-86.628681,1.612734,0.524838,16.311015,0.13,463,76.46,4.0306,11.25,1.251463,1.25,7.5,25
0.13,50,-0.53628,-0.046991,0.0,2.05442,0.314508,0.075457,31.229318,-52.456266,-86.819956,1.649582,0.5375,17.425,0.13,480,77.92,3.9089,12.38,1.23838,1.25,7.0,31
0.14,1,-1.061067,-0.116241,0.0,3.860784,0.785857,0.154202,32.337159,-36.040703,-83.532635,1.87153,0.6,1.0,0.14,20,70.0,7.3254,19.1,2.213971,1.3,7.75,50
0.14,2,-0.993245,-0.101019,0.0,3.69053,0.67873,0.134493,31.697786,-38.582134,-81.453332,2.012431,0.666667,1.393939,0.14,33,69.7,6.4623,17.09,2.106506,1.25,7.25,44
0.14,3,-0.926798,-0.090595,0.0,3.431317,0.630877,0.134079,32.685448,-37.800896,-78.224484,1.671037,0.5,2.19697,0.14,66,69.7,6.7571,16.38,2.048432,1.35,5.75,37
0.14,4,-0.908419,-0.091712,0.0,3.397719,0.600558,0.131655,31.346357,-42.158866,-80.574609,1.720127,0.505618,2.662921,0.14,89,74.16,8.2647,17.35,2.003785,1.3,5.75,49
0.14,5,-0.856524,-0.087153,0.0,3.154507,0.570436,0.125386,31.476799,-42.385485,-79.291183,1.618225,0.477064,3.091743,0.14,109,76.15,8.3034,16.03,2.046813,1.35,5.5,46
0.14,6,-0.829081,-0.083199,0.0,3.093774,0.54036,0.119625,31.267913,-43.981561,-80.605446,1.571547,0.459677,3.443548,0.14,124,79.03,8.6008,16.29,2.071683,1.35,7.25,48
0.14,7,-0.822768,-0.080312,0.0,3.024596,0.522441,0.115508,31.044244,-45.297074,-81.653017,1.610605,0.492958,3.894366,0.14,142,80.28,8.5991,14.87,2.002413,1.25,5.25,50
0.14,8,-0.800236,-0.078608,0.0,2.952815,0.511205,0.112512,30.863242,-45.987363,-82.115366,1.589408,0.483444,4.139073,0.14,151,79.47,8.1201,16.89,1.99949,1.35,8.0,50
0.14,9,-0.793876,-0.077375,0.0,2.919877,0.505077,0.111589,31.09329,-45.959614,-81.816422,1.595589,0.49375,4.4125,0.14,160,78.12,7.1608,14.82,2.015835,1.3,6.25,42
0.14,10,-0.783697,-0.075319,0.0,2.836165,0.489667,0.108762,31.049761,-46.714758,-82.500417,1.579406,0.494186,4.802326,0.14,172,74.42,6.7628,11.33,1.926256,1.25,7.0,26
0.14,12,-0.74362,-0.071339,0.0,2.817333,0.464955,0.104206,30.814604,-48.038108,-83.091352,1.584925,0.494737,5.421053,0.14,190,71.58,5.8533,10.61,1.744971,1.35,5.5,21
0.14,14,-0.73619,-0.069616,0.0,2.787355,0.450175,0.101805,30.737169,-48.653863,-83.529021,1.614635,0.492683,6.014634,0.14,205,78.05,6.9984,16.97,1.904792,1.35,8.0,50
0.14,16,-0.702405,-0.065889,0.0,2.710183,0.4264,0.097912,30.86467,-49.588623,-83.929363,1.606286,0.486957,7.06087,0.14,230,76.96,6.1445,14.85,1.818765,1.25,7.5,44
0.14,18,-0.674532,-0.063345,0.0,2.600649,0.408112,0.094425,30.993392,-49.504965,-84.103977,1.590334,0.490119,8.011858,0.14,253,78.26,6.2806,16.14,1.696111,1.3,6.0,50
0.14,20,-0.652711,-0.060637,0.0,2.512953,0.389703,0.091031,30.890304,-50.483778,-84.639745,1.592537,0.494585,9.00361,0.14,277,78.7,5.3906,14.29,1.629217,1.25,7.25,42
0.14,22,-0.635622,-0.059009,0.0,2.463886,0.380599,0.089297,30.904341,-50.897168,-85.013895,1.614277,0.503425,9.633562,0.14,292,79.11,5.5892,10.85,1.551021,1.25,7.5,24
0.14,25,-0.614942,-0.056423,0.0,2.311084,0.362503,0.085927,31.059038,-51.457772,-85.91129,1.606509,0.512195,11.170732,0.14,328,79.57,5.5781,15.81,1.553492,1.3,7.75,48
0.14,28,-0.607931,-0.055413,0.0,2.263797,0.353856,0.08423,30.968716,-52.033382,-86.384243,1.612798,0.527378,12.04611,0.14,347,79.54,5.214,14.13,1.506317,1.3,6.25,43
0.14,30,-0.601022,-0.054468,0.0,2.243784,0.348874,0.083198,31.01506,-52.105717,-86.531166,1.603305,0.530556,12.688889,0.14,360,80.56,5.8856,15.96,1.53271,1.35,8.0,50
0.14,35,-0.582433,-0.052581,0.0,2.189563,0.339093,0.080976,31.047674,-52.32829,-86.74913,1.594482,0.52987,14.005195,0.14,385,80.26,5.094,14.01,1.470724,1.25,7.0,45
0.14,40,-0.568121,-0.050878,0.0,2.183891,0.331308,0.079387,31.003783,-52.800868,-86.803094,1.642298,0.546117,15.570388,0.14,412,81.55,5.4335,15.11,1.459176,1.25,8.0,50
0.14,45,-0.559595,-0.0494,0.0,2.138221,0.324332,0.078009,30.917682,-53.318629,-86.980025,1.685623,0.554023,17.03908,0.14,435,80.46,4.8801,14.59,1.394432,1.3,7.0,46
0.14,50,-0.553342,-0.04845,0.0,2.113092,0.31899,0.07695,30.938751,-53.320514,-87.010606,1.722428,0.566079,18.330396,0.14,454,78.63,4.3622,12.98,1.343605,1.3,7.25,35
0.16,1,-1.067919,-0.136321,0.0,4.340387,0.805268,0.157112,26.966204,-49.434847,-88.651087,2.26113,0.666667,1.0,0.16,9,77.78,12.8277,16.56,2.550166,1.4,4.0,26
0.16,2,-1.188832,-0.113242,0.0,3.912242,0.752289,0.1472,30.03666,-43.554689,-83.692592,2.332669,0.666667,1.571429,0.16,21,80.95,9.5346,18.19,2.378495,1.25,5.5,50
0.16,3,-0.988671,-0.095925,0.0,3.675518,0.675579,0.142215,31.715317,-41.197549,-79.142914,1.834832,0.541667,2.375,0.16,48,79.17,12.9602,19.1,2.457226,1.6,5.75,47
0.16,4,-1.009008,-0.097929,0.0,3.675361,0.639565,0.139788,30.399702,-44.673476,-81.496468,1.875,0.521739,2.869565,0.16,69,79.71,13.1862,19.75,2.312219,1.6,7.25,50
0.16,5,-0.966459,-0.095681,0.0,3.364986,0.618123,0.135142,30.626304,-44.307536,-79.366794,1.747542,0.493976,3.228916,0.16,83,83.13,12.0096,16.31,2.380583,1.4500000000000002,8.0,46
0.16,6,-0.906452,-0.089473,0.0,3.302332,0.579028,0.126731,30.373678,-46.184391,-80.988007,1.689742,0.489583,3.604167,0.16,96,84.38,10.3579,13.81,2.361041,1.25,6.5,50
0.16,7,-0.928945,-0.087147,0.0,3.178681,0.558673,0.123328,30.4624,-46.791844,-81.79527,1.714155,0.508929,4.089286,0.16,112,83.93,9.7126,13.48,2.332753,1.25,6.0,47
0.16,8,-0.92396,-0.085951,0.0,3.117931,0.545487,0.120741,30.251202,-47.477567,-82.276917,1.691451,0.504202,4.319328,0.16,119,81.51,9.8582,15.08,2.254032,1.35,8.0,49
0.16,9,-0.925217,-0.085435,0.0,3.086205,0.544695,0.120662,30.418113,-47.560672,-82.279334,1.690572,0.512,4.544,0.16,125,80.0,7.9734,13.12,2.245705,1.25,4.5,41
0.16,10,-0.907615,-0.082259,0.0,2.989124,0.525912,0.117138,30.442174,-48.329421,-82.920254,1.680486,0.529851,4.910448,0.16,134,78.36,7.2056,13.14,2.143878,1.35,8.0,34
0.16,12,-0.855962,-0.077548,0.0,2.918112,0.49863,0.111628,30.220721,-49.667642,-83.557342,1.677888,0.523179,5.662252,0.16,151,76.82,6.8377,14.11,2.049369,1.25,6.25,38
0.16,14,-0.840384,-0.075667,0.0,2.849996,0.482211,0.108319,30.19522,-49.903176,-83.942634,1.694014,0.512195,6.286585,0.16,164,78.66,7.1936,15.48,2.072413,1.25,7.25,46
0.16,16,-0.789959,-0.071712,0.0,2.839954,0.457578,0.104346,30.19714,-50.99648,-84.062711,1.691428,0.51087,7.320652,0.16,184,78.26,6.9145,15.12,2.019257,1.25,7.0,46
0.16,18,-0.771975,-0.069073,0.0,2.736369,0.439193,0.100646,30.34157,-50.890956,-84.118213,1.661075,0.514851,8.222772,0.16,202,77.72,7.0874,16.36,1.907062,1.3,8.0,50
0.16,20,-0.750877,-0.066604,0.0,2.615768,0.422072,0.097802,30.234921,-52.203289,-84.90621,1.672321,0.515982,9.09589,0.16,219,78.08,5.8631,12.02,1.731318,1.05,6.5,44
0.16,22,-0.730663,-0.06499,0.0,2.566828,0.413946,0.096104,30.261722,-52.480792,-85.236541,1.69861,0.515284,9.633188,0.16,229,76.86,5.3059,12.6,1.730817,1.25,6.5,31
0.16,25,-0.689701,-0.06125,0.0,2.397846,0.391254,0.091384,30.428787,-53.064342,-86.340252,1.685846,0.526718,11.396947,0.16,262,80.15,5.0047,9.45,1.496536,0.75,5.5,48
0.16,28,-0.669029,-0.059364,0.0,2.324541,0.378547,0.08886,30.407134,-53.644784,-86.770383,1.683444,0.54417,12.540636,0.16,283,78.09,5.4919,14.19,1.635704,1.3,7.25,41
0.16,30,-0.663518,-0.058854,0.0,2.324457,0.375134,0.088197,30.364775,-53.95004,-87.001026,1.673666,0.544521,13.071918,0.16,292,80.82,6.1999,15.24,1.649077,1.25,7.25,50
0.16,35,-0.642913,-0.056593,0.0,2.260802,0.362881,0.085862,30.520796,-54.052737,-87.170665,1.66779,0.540881,14.691824,0.16,318,79.56,5.3087,12.83,1.517535,1.1,6.75,48
0.16,40,-0.624968,-0.054574,0.0,2.278653,0.354399,0.08404,30.462027,-54.496798,-87.226635,1.709333,0.55102,16.390671,0.16,343,80.47,5.3876,15.71,1.560108,1.25,7.5,50
0.16,45,-0.610448,-0.052789,0.0,2.215039,0.344747,0.082222,30.44878,-54.918141,-87.405391,1.736821,0.562842,18.062842,0.16,366,78.42,4.7726,14.49,1.466022,1.35,6.5,42
0.16,50,-0.599766,-0.051417,0.0,2.180514,0.337002,0.080595,30.386428,-55.188287,-87.413395,1.791003,0.57772,19.632124,0.16,386,76.94,4.4836,11.61,1.394131,1.3,7.5,27
0.17,1,-1.117812,-0.147247,0.0,4.749405,0.852352,0.164425,24.147637,-57.451487,-95.262235,2.273358,0.625,1.0,0.17,8,87.5,18.5856,14.75,3.061373,1.25,6.0,25
0.17,2,-1.244828,-0.113354,0.0,4.131824,0.718596,0.144134,28.854317,-47.446993,-87.23271,2.517912,0.722222,1.555556,0.17,18,77.78,10.1914,11.83,2.530205,1.5,4.75,18
0.17,3,-1.005096,-0.098844,0.0,3.842687,0.674538,0.144933,30.978542,-43.267911,-81.623274,1.885371,0.545455,2.409091,0.17,44,77.27,11.3353,11.52,2.450176,1.5,5.25,22
0.17,4,-0.992941,-0.096128,0.0,3.793774,0.637764,0.139029,30.47143,-44.774583,-81.705,1.90316,0.515625,2.90625,0.17,64,84.38,12.0552,15.52,2.446182,1.5,5.5,39
0.17,5,-0.988683,-0.098378,0.0,3.507117,0.627549,0.137636,30.381652,-45.081545,-80.658357,1.793365,0.493333,3.213333,0.17,75,78.67,10.9571,10.61,2.267471,1.5,8.0,19
0.17,6,-0.948395,-0.093653,0.0,3.435557,0.597705,0.131711,29.935837,-47.375439,-82.235909,1.742615,0.511628,3.569767,0.17,86,84.88,11.3446,13.36,2.549229,1.25,6.75,45
0.17,7,-0.999731,-0.092531,0.0,3.30105,0.580265,0.129267,30.099124,-47.558025,-82.731804,1.784509,0.535354,4.020202,0.17,99,85.86,10.2992,12.6,2.517232,1.25,6.0,42
0.17,8,-0.966132,-0.089857,0.0,3.277555,0.562507,0.12479,29.747673,-48.744068,-83.462584,1.764408,0.53271,4.317757,0.17,107,83.18,9.9567,14.56,2.39172,1.25,6.5,50
0.17,9,-0.971572,-0.089139,0.0,3.228574,0.556076,0.124331,29.978421,-48.788851,-83.642966,1.745419,0.530435,4.643478,0.17,115,80.0,9.0616,14.7,2.402648,1.3,8.0,43
0.17,10,-0.944949,-0.086163,0.0,3.091947,0.536873,0.120409,29.983189,-49.375241,-84.11103,1.727092,0.540323,5.032258,0.17,124,79.03,7.3721,9.93,2.15088,0.75,7.0,44
0.17,12,-0.897024,-0.081587,0.0,3.046375,0.508567,0.114951,29.77602,-50.456134,-84.736528,1.726024,0.532374,5.733813,0.17,139,80.58,8.4834,16.47,2.2002,1.25,8.0,50
0.17,14,-0.876519,-0.079142,0.0,2.97124,0.492538,0.111303,29.811996,-50.603522,-84.882746,1.756277,0.529801,6.344371,0.17,151,78.15,7.1392,15.21,2.113533,1.25,6.75,44
0.17,16,-0.821989,-0.074719,0.0,2.908969,0.466549,0.106723,29.898476,-51.526321,-84.896588,1.735559,0.520468,7.444444,0.17,171,76.02,6.3323,12.64,1.863046,1.25,4.0,38
0.17,18,-0.806222,-0.072431,0.0,2.846277,0.451957,0.103729,29.937974,-51.822538,-84.922634,1.707134,0.51087,8.157609,0.17,184,76.09,5.7973,14.27,1.862455,1.25,5.5,42
0.17,20,-0.785907,-0.070411,0.0,2.775321,0.438984,0.1017,29.918279,-52.669364,-85.462397,1.715359,0.510204,8.852041,0.17,196,76.02,5.7799,15.18,1.827793,1.25,6.0,45
0.17,22,-0.761536,-0.068082,0.0,2.69313,0.42669,0.099019,29.866184,-53.307395,-86.051981,1.738053,0.511962,9.631579,0.17,209,76.08,6.1797,14.91,1.725706,1.3,5.75,45
0.17,25,-0.720812,-0.064267,0.0,2.528509,0.405659,0.09442,30.095426,-53.488465,-86.688649,1.703547,0.535865,11.299578,0.17,237,77.64,4.4853,11.19,1.591837,1.05,7.5,35
0.17,28,-0.696647,-0.062205,0.0,2.443697,0.391642,0.091593,30.091543,-53.873982,-86.937255,1.713464,0.562016,12.573643,0.17,258,75.58,5.5429,16.19,1.630567,1.35,8.0,46
0.17,30,-0.693234,-0.061634,0.0,2.434144,0.387271,0.090824,30.106972,-54.012835,-87.153335,1.698226,0.552632,13.090226,0.17,266,79.7,5.5449,12.56,1.576849,1.05,6.75,50
0.17,35,-0.670981,-0.059081,0.0,2.37072,0.373144,0.087925,30.183157,-54.419485,-87.510738,1.691319,0.554795,14.825342,0.17,292,77.4,4.5893,13.87,1.578489,1.25,7.5,41
0.17,40,-0.652868,-0.057065,0.0,2.387248,0.365053,0.086406,30.169159,-54.803264,-87.620286,1.730293,0.561905,16.520635,0.17,315,77.46,5.1394,16.09,1.528977,1.3,6.5,50
0.17,45,-0.639691,-0.055424,0.0,2.320628,0.356714,0.084868,30.141843,-55.217533,-87.697412,1.754998,0.570571,17.951952,0.17,333,77.48,4.244,14.42,1.48841,1.25,7.5,42
0.17,50,-0.624663,-0.053688,0.0,2.281923,0.347604,0.082905,30.137279,-55.352247,-87.653747,1.795016,0.581461,19.921348,0.17,356,79.49,4.7563,15.9,1.473,1.25,7.75,50
0.18,1,-1.142611,-0.151949,0.0,4.706739,0.86767,0.169499,23.520744,-59.862242,-95.520267,2.449797,0.714286,1.0,0.18,7,85.71,20.0962,13.86,3.411906,1.75,4.75,20
0.18,2,-1.341418,-0.113347,0.0,4.086999,0.724531,0.148732,29.250833,-47.207403,-86.091412,2.678249,0.75,1.5625,0.18,16,81.25,15.4527,21.06,2.844024,1.5,7.5,46
0.18,3,-1.082898,-0.105883,0.0,3.936628,0.704093,0.150735,30.548767,-44.243569,-82.038474,1.859275,0.540541,2.378378,0.18,37,75.68,14.8967,20.81,2.764462,1.6,6.0,49
0.18,4,-1.09016,-0.103625,0.0,3.79644,0.66837,0.147759,30.384879,-44.559654,-80.38922,1.805803,0.464286,2.928571,0.18,56,78.57,14.1853,18.62,2.703636,1.5,8.0,50
0.18,5,-1.022114,-0.10072,0.0,3.54798,0.637435,0.141289,30.288057,-45.622321,-80.641616,1.721043,0.485294,3.294118,0.18,68,82.35,13.7772,18.38,2.418326,1.6,6.0,46
0.18,6,-1.008223,-0.097625,0.0,3.482254,0.620348,0.137854,30.272661,-46.505722,-81.434534,1.696658,0.493151,3.479452,0.18,73,78.08,11.5231,10.29,2.334181,1.55,5.5,18
0.18,7,-1.043642,-0.095669,0.0,3.329832,0.597488,0.133458,30.273721,-47.29083,-82.281328,1.764726,0.534884,4.011628,0.18,86,81.4,10.4184,7.29,2.397501,1.25,8.0,13
0.18,8,-1.013629,-0.092663,0.0,3.259232,0.576343,0.127352,29.871374,-48.614157,-83.400538,1.7191,0.515464,4.463918,0.18,97,80.41,10.5293,14.94,2.342526,1.35,7.25,46
0.18,9,-1.015968,-0.091663,0.0,3.206982,0.568246,0.126654,30.114674,-48.673103,-83.602826,1.701755,0.514286,4.809524,0.18,105,78.1,10.3839,15.67,2.42681,1.35,6.75,45
0.18,10,-1.001849,-0.088959,0.0,3.085537,0.553121,0.123488,30.111094,-49.156327,-83.891775,1.69941,0.531532,5.09009,0.18,111,75.68,8.2192,13.43,2.187742,1.35,5.75,35
0.18,12,-0.95223,-0.086166,0.0,3.016255,0.527998,0.118832,29.914144,-49.618995,-84.121786,1.66884,0.520325,5.707317,0.18,123,77.24,7.5662,13.72,2.160067,1.25,6.75,36
0.18,14,-0.914881,-0.082541,0.0,2.911177,0.505644,0.113853,29.954867,-50.07705,-84.500364,1.718585,0.525547,6.50365,0.18,137,75.91,6.7382,14.05,1.979195,1.3,6.0,38
0.18,16,-0.858538,-0.077801,0.0,2.835998,0.477411,0.108937,30.031464,-51.065114,-84.477566,1.701989,0.519231,7.641026,0.18,156,73.08,5.8219,11.81,1.910167,1.25,6.5,27
0.18,18,-0.838176,-0.07623,0.0,2.8414,0.469303,0.106902,29.972109,-51.435961,-84.497242,1.684694,0.512195,8.121951,0.18,164,76.22,5.908,14.82,1.951962,1.25,7.5,42
0.18,20,-0.806908,-0.073468,0.0,2.785539,0.453465,0.104174,29.840427,-52.718072,-85.113927,1.707267,0.531073,8.954802,0.18,177,77.4,6.1605,15.45,1.883839,1.25,6.75,47
0.18,22,-0.793604,-0.070846,0.0,2.676425,0.438845,0.100951,29.762297,-53.459335,-85.76686,1.728657,0.52356,9.858639,0.18,191,74.35,6.6318,17.95,1.739638,1.6,8.0,45
0.18,25,-0.759644,-0.067809,0.0,2.568963,0.42425,0.097568,29.956139,-53.606385,-86.28138,1.704666,0.540284,11.184834,0.18,211,76.3,5.1419,14.05,1.650403,1.25,6.25,42
0.18,28,-0.725101,-0.065025,0.0,2.441556,0.404845,0.093487,29.938025,-54.008836,-86.525492,1.699507,0.572034,12.872881,0.18,236,75.85,4.8842,14.89,1.653725,1.25,7.5,46
0.18,30,-0.71959,-0.064458,0.0,2.428892,0.400998,0.092684,29.931228,-54.161676,-86.736502,1.689774,0.567901,13.353909,0.18,243,75.72,4.6225,13.44,1.573333,1.25,7.25,38
0.18,35,-0.707846,-0.062489,0.0,2.351848,0.390464,0.090548,30.072607,-54.352371,-87.163628,1.678366,0.561069,14.736641,0.18,262,74.43,4.4097,14.14,1.553269,1.3,7.75,41
0.18,40,-0.679928,-0.059676,0.0,2.371805,0.377976,0.088125,30.060494,-54.729173,-87.327319,1.711169,0.567474,16.906574,0.18,289,74.39,4.0248,14.83,1.477926,1.3,8.0,42
0.18,45,-0.667096,-0.057967,0.0,2.323071,0.369725,0.086823,30.10066,-54.907938,-87.206741,1.742328,0.57377,18.272131,0.18,305,76.72,4.6429,16.32,1.475649,1.35,8.0,50
0.18,50,-0.65251,-0.05633,0.0,2.274318,0.361031,0.084931,30.070547,-55.167085,-87.215052,1.813802,0.58589,20.211656,0.18,326,78.53,4.0413,14.51,1.390636,1.15,7.0,50
0.19,1,-1.142611,-0.151949,0.0,4.706739,0.86767,0.169499,23.520744,-59.862242,-95.520267,2.449797,0.714286,1.0,0.19,7,85.71,19.8586,10.71,3.471102,1.55,5.0,13
0.19,2,-1.299102,-0.115302,0.0,4.1855,0.750123,0.148832,28.920799,-47.819802,-86.304524,2.779838,0.8,1.533333,0.19,15,73.33,13.2248,24.53,2.8997,1.75,8.0,50
0.19,3,-1.104059,-0.107557,0.0,4.154035,0.728847,0.153196,30.32249,-44.118961,-82.032176,1.950586,0.575758,2.333333,0.19,33,75.76,14.9945,21.61,2.739653,1.7000000000000002,5.0,50
0.19,4,-1.118827,-0.106927,0.0,4.114892,0.695544,0.153702,29.490892,-47.24571,-82.273403,1.961246,0.5,2.804348,0.19,46,80.43,17.0135,18.96,3.018241,1.6,5.0,49
0.19,5,-1.046602,-0.102604,0.0,3.661496,0.642207,0.142779,29.733622,-47.091409,-81.481805,1.763959,0.483871,3.370968,0.19,62,83.87,15.2429,18.56,2.793074,1.6,6.25,50
0.19,6,-1.034695,-0.100626,0.0,3.605874,0.632755,0.141213,29.867381,-47.340279,-81.825266,1.736812,0.476923,3.492308,0.19,65,80.0,13.6083,14.28,2.787534,1.35,5.5,46
0.19,7,-1.067357,-0.097744,0.0,3.392695,0.601405,0.136302,30.244935,-47.201685,-82.21098,1.78831,0.512821,4.076923,0.19,78,83.33,11.3404,13.19,2.649011,1.25,6.75,49
0.19,8,-1.03871,-0.095513,0.0,3.381499,0.583564,0.132037,29.950778,-48.079654,-82.908494,1.788299,0.52381,4.357143,0.19,84,82.14,11.4029,14.5,2.549292,1.4,7.0,45
0.19,9,-1.041101,-0.094081,0.0,3.315765,0.572038,0.130823,30.19518,-48.261154,-83.123266,1.762225,0.521739,4.76087,0.19,92,80.43,10.1315,12.54,2.573694,1.25,4.0,44
0.19,10,-1.040646,-0.092194,0.0,3.222754,0.56179,0.128548,30.09854,-49.018163,-83.233097,1.745544,0.526316,4.926316,0.19,95,75.79,8.1123,10.04,2.386707,1.25,8.0,24
0.19,12,-0.985501,-0.089079,0.0,3.113215,0.536413,0.123495,29.89386,-49.620206,-83.438343,1.712329,0.518868,5.575472,0.19,106,76.42,7.2095,14.91,2.149661,1.25,7.25,43
0.19,14,-0.95033,-0.085744,0.0,3.023272,0.512034,0.118393,29.746658,-50.294123,-83.545833,1.785056,0.533898,6.389831,0.19,118,70.34,6.6485,16.01,2.057058,1.3,6.5,46
0.19,16,-0.919593,-0.081962,0.0,2.933595,0.493523,0.11461,29.731702,-51.608645,-84.146034,1.777015,0.526718,7.312977,0.19,131,70.99,6.041,15.36,2.044553,1.35,7.75,38
0.19,18,-0.904601,-0.080922,0.0,2.92905,0.486815,0.113115,29.632533,-52.179969,-84.443521,1.761307,0.514706,7.676471,0.19,136,74.26,7.4818,20.74,1.98723,1.6,7.5,50
0.19,20,-0.848724,-0.076229,0.0,2.806107,0.458614,0.107271,29.450407,-53.862113,-85.62154,1.754476,0.528662,9.248408,0.19,157,73.89,5.8466,16.79,1.878088,1.3,7.5,50
0.19,22,-0.839837,-0.073851,0.0,2.714041,0.44542,0.104444,29.506076,-54.209941,-86.124123,1.794043,0.52381,10.02381,0.19,168,75.0,5.7029,16.57,1.828736,1.3,7.5,50
0.19,25,-0.799096,-0.070252,0.0,2.572061,0.427109,0.099888,29.60652,-54.558518,-86.731601,1.738886,0.526316,11.610526,0.19,190,73.16,5.473,13.33,1.574554,1.35,4.5,38
0.19,28,-0.767592,-0.067358,0.0,2.439709,0.411341,0.096666,29.678628,-55.096695,-87.165746,1.729834,0.549763,13.137441,0.19,211,75.36,4.6132,14.01,1.593156,1.25,6.75,40
0.19,30,-0.756617,-0.066564,0.0,2.423278,0.405014,0.094977,29.599659,-55.303944,-87.422696,1.701074,0.536036,13.954955,0.19,222,74.77,4.3112,12.01,1.531884,1.05,7.5,36
